name,starttime,endtime
用况（定义、表示 及几点说明）,1900-01-01 23:41:00.000,1900-01-02 01:32:00.000
面向对象方法、UML(4),00:00:00.000,1900-01-02 00:07:00.000
主动类（定义、表示、特性等）,00:00:00.000,01:58:00.000
构件（定义、表示、几点说明等）,01:58:00.000,04:58:00.000
制品（定义、表示、几点说明等）,04:58:00.000,06:24:00.000
节点（定义、表示、几点说明等）,06:24:00.000,07:18:00.000
结构化地表示客观事物的术语小结,07:18:00.000,08:22:00.000
包的语义,08:22:00.000,09:29:00.000
包的表示,09:29:00.000,10:47:00.000
包之间的关系——访问依赖与引入依赖,10:47:00.000,14:49:00.000
对成组的元素建模策略,14:49:00.000,16:00:00.000
 表达关系的术语——关联（定义、语义表达等）,16:00:00.000,1900-01-01 03:13:00.000
表达关系的术语——泛化（定义、几点说明、表示等）,1900-01-01 03:13:00.000,1900-01-01 05:19:00.000
表达关系的术语——实现（定义、说明、表示、例子等）,1900-01-01 05:19:00.000,1900-01-01 06:48:00.000
表达关系的术语——依赖（定义、几点说明、表示、分类等）,1900-01-01 06:48:00.000,1900-01-01 10:28:00.000
四种术语在UML中包含的基本关系,1900-01-01 10:28:00.000,1900-01-01 15:57:00.000
用UML对关系建模时的基本策略,1900-01-01 15:57:00.000,1900-01-01 19:42:00.000
UML的术语表-元信息小结,1900-01-01 19:42:00.000,1900-01-02 00:07:00.000
面向对象方法、UML(5),00:00:00.000,1900-01-02 00:06:00.000
UML为不同抽象层提供的6中对系统静态部分建模的图形工具,00:00:00.000,03:43:00.000
UML为不同抽象层提供的7中对系统动态部分建模的图形工具,03:43:00.000,09:48:00.000
静态模型表达工具-类图（定义、作用、内容等）,09:48:00.000,11:10:00.000
实例分析——类图示例1、2,11:10:00.000,15:08:00.000
类图的一般用法（创建类图的工作）,15:08:00.000,1900-01-01 04:01:00.000
系统行为（功能）的建模工具-USE CASE图 （定义、内容、术语等）,1900-01-01 04:01:00.000,1900-01-01 14:12:00.000
用况图的使用并举例,1900-01-01 14:12:00.000,1900-01-01 19:10:00.000
系统行为（交互）的建模工具-顺序图（定义、内容、几点说明等）,1900-01-01 19:10:00.000,1900-01-02 00:06:00.000
面向对象方法、UML(6),00:00:00.000,1900-01-01 22:07:00.000
顺序图的几点说明（续上讲）,00:00:00.000,04:06:00.000
系统行为（生存周期）的建模工具-状态图（定义、内容等）,04:06:00.000,08:04:00.000
状态的定义、表示、分类,08:04:00.000,09:30:00.000
状态的规约,09:30:00.000,23:14:00.000
事件的定义、种类,23:14:00.000,1900-01-01 00:11:00.000
UML中四种模型化事件-信号,1900-01-01 00:11:00.000,1900-01-01 02:42:00.000
UML中四种模型化事件-调用,1900-01-01 02:42:00.000,1900-01-01 03:21:00.000
UML中四种模型化事件-时间事件和变化事件,1900-01-01 03:21:00.000,1900-01-01 04:01:00.000
UML中四种模型化事件-发送事件和接受事件,1900-01-01 04:01:00.000,1900-01-01 04:18:00.000
状态转换的定义、规约、表达及其格式,1900-01-01 04:18:00.000,1900-01-01 06:53:00.000
状态图的一般用法,1900-01-01 06:53:00.000,1900-01-01 10:14:00.000
实例分析——创建控制器状态机的状态图,1900-01-01 10:14:00.000,1900-01-01 12:16:00.000
UML小结：UML的作用,1900-01-01 12:16:00.000,1900-01-01 20:21:00.000
UML小结：UML与RUP,1900-01-01 20:21:00.000,1900-01-01 22:07:00.000
面向对象的分析、设计和编程(1),00:00:00.000,1900-01-01 22:15:00.000
面向对象分析的基本任务,00:00:00.000,02:08:00.000
面向对象分析的模型,02:08:00.000,06:50:00.000
面向对象分析的过程,06:50:00.000,10:30:00.000
识别类——研究问题域和用户要求：研究用户需求，明确系统责任；研究问题域；确定系统边界,10:30:00.000,13:40:00.000
识别类——策略与启发：考虑问题域；考虑系统边界；考虑系统责任,13:40:00.000,15:55:00.000
识别类——审查与筛选：舍弃无用的对象；对象的精简；与实现条件有关的对象,15:55:00.000,17:58:00.000
识别类——识别主动对象,17:58:00.000,19:18:00.000
识别类——对象分类，建立类图中的类：对象分类；异常情况的检查和调整；类的命名；建立类图的对象层,19:18:00.000,22:33:00.000
识别属性——策略与启发,22:33:00.000,1900-01-01 00:33:00.000
识别属性——审查与筛选,1900-01-01 00:33:00.000,1900-01-01 01:39:00.000
识别属性——与实现条件有关的问题都推迟到面向对象设计考虑,1900-01-01 01:39:00.000,1900-01-01 01:53:00.000
识别属性——属性的命名，原则与类的命名相同,1900-01-01 01:53:00.000,1900-01-01 02:01:00.000
识别属性——属性的详细说明,1900-01-01 02:01:00.000,1900-01-01 03:15:00.000
识别操作——区分对象行为的类型,1900-01-01 03:15:00.000,1900-01-01 04:10:00.000
识别操作——发现操作的策略与启发,1900-01-01 04:10:00.000,1900-01-01 05:58:00.000
识别操作——审查与调整,1900-01-01 05:58:00.000,1900-01-01 06:51:00.000
识别操作——认识对象的主动行为,1900-01-01 06:51:00.000,1900-01-01 08:18:00.000
识别操作——操作的命名和定位,1900-01-01 08:18:00.000,1900-01-01 08:38:00.000
识别操作——操作的详细说明,1900-01-01 08:38:00.000,1900-01-01 09:02:00.000
案例分析：功能需求，第一步发现对象类，第二步审查筛选对象类，第三步分析每个类的属性和操作,1900-01-01 09:02:00.000,1900-01-01 20:22:00.000
识别对象之间的关系——识别继承（泛化）：识别继承（泛化）关系的策略，包括学习当前领域的分类学知识、按常识考虑事物的分类,1900-01-01 20:22:00.000,1900-01-01 22:15:00.000
面向对象的分析、设计和编程(2),00:00:00.000,1900-01-01 02:45:00.000
识别对象之间的关系——识别继承（泛化）：识别继承（泛化）关系的策略，包括使用继承的定义、考虑属性与操作的适用范围、考虑领域范围内的复用,00:00:00.000,04:36:00.000
识别对象之间的关系——识别继承（泛化）：审查与调整,04:36:00.000,08:11:00.000
识别对象之间的关系——识别继承（泛化）：继承关系的简化，包括取消没有特殊性的特殊类、增加属性简化继承关系、取消用途单一的一般类减少继承层次,08:11:00.000,11:01:00.000
识别对象之间的关系——识别继承（泛化）：调整对象层和特征层,11:01:00.000,11:11:00.000
识别对象之间的关系——识别关联：识别关联的策略，包括认识对象之间的静态联系、认识关联的属性与操作分析并表示关联的多重性、进一步分析关联的性质,11:11:00.000,14:42:00.000
识别对象之间的关系——识别关联：命名与定位命名,14:42:00.000,15:48:00.000
识别对象之间的关系——识别关联：调整对象层和特征层,15:48:00.000,15:58:00.000
识别对象之间的关系——识别聚合：识别聚合的策略,15:58:00.000,19:10:00.000
识别对象之间的关系——识别聚合：审查与筛选,19:10:00.000,20:17:00.000
识别对象之间的关系——识别聚合：调整对象层和属性层,20:17:00.000,20:30:00.000
识别对象之间的关系——识别依赖,20:30:00.000,22:04:00.000
案例分析（续）：第四步定义对象类之间的关系,22:04:00.000,1900-01-01 02:45:00.000
面向对象的分析、设计和编程(3),00:00:00.000,18:09:00.000
面向对象分析的总结,00:00:00.000,00:38:00.000
早期（80年代至90年代初）的面向对象设计：历史，从OOP（面向对象编程）发展到OOD（面向对象设计,00:38:00.000,02:32:00.000
早期（80年代至90年代初）的面向对象设计：方法,02:32:00.000,03:05:00.000
早期（80年代至90年代初）的面向对象设计：特点,03:05:00.000,05:05:00.000
现今（90年代）的面向对象设计：背景,05:05:00.000,06:05:00.000
现今（90年代）的面向对象设计：特点,06:05:00.000,06:45:00.000
现今（90年代）的面向对象设计：定义,06:45:00.000,07:41:00.000
面向对象设计的根本目标：提高软件生产率、提高质量、加强可维护性,07:41:00.000,10:28:00.000
面向对象分析和面向对象设计的关系,10:28:00.000,11:43:00.000
面向对象设计方法概貌：概念和表示法,11:43:00.000,13:10:00.000
面向对象设计方法概貌：面向对象设计模型,13:10:00.000,14:13:00.000
面向对象分析与面向对象设计的关系,14:13:00.000,16:10:00.000
面向对象设计的过程，简单介绍，要求学生自己学习下节课会进行提问,16:10:00.000,18:09:00.000
面向对象的分析、设计和编程(4),00:00:00.000,1900-01-01 21:10:00.000
问题域部分(PDC)的设计：问题域部分的定义和基本概念,00:00:00.000,02:05:00.000
问题域部分(PDC)的设计：需要问题域部分设计的原因,02:05:00.000,04:20:00.000
问题域部分(PDC)的设计：实现条件对问题域部分的影响,04:20:00.000,08:56:00.000
问题域部分(PDC)的设计： 总体概括,08:56:00.000,09:34:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——为复用设计与编程的类而增加结构,09:34:00.000,14:05:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——增加一般类以建立共同协议,14:05:00.000,17:20:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——按编程语言调整继承和多态（重难点）——整体概述,17:20:00.000,18:10:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——按编程语言调整继承和多态（重难点）——对继承的调整：方法1采用聚合，将多继承转换为单继承，方法2重新定义对象类，方法3压平,18:10:00.000,1900-01-01 04:33:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——按编程语言调整继承和多态（重难点）——取消继承：方法1把继承结构展平，方法2采用聚合的方法,1900-01-01 04:33:00.000,1900-01-01 06:28:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——按编程语言调整继承和多态（重难点）——对多态性的调整,1900-01-01 06:28:00.000,1900-01-01 09:17:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——提高性能,1900-01-01 09:17:00.000,1900-01-01 15:14:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——为实现对象永久存储所做的修饰,1900-01-01 15:14:00.000,1900-01-01 16:20:00.000
问题域部分(PDC)的设计：如何进行问题域的设计——为编程方便增加底层细节,1900-01-01 16:20:00.000,1900-01-01 17:09:00.000
人机交互部分的设计：定义和基本概念,1900-01-01 17:09:00.000,1900-01-01 20:12:00.000
人机交互部分的设计：需要人机交互部分的原因,1900-01-01 20:12:00.000,1900-01-01 21:10:00.000
面向对象的分析、设计和编程(5),00:00:00.000,1900-01-01 06:14:00.000
人机交互部分的设计：人机交互部分的需求分析——分析与系统交互的人，人员活动者,00:00:00.000,02:24:00.000
人机交互部分的设计：人机交互部分的需求分析——从use case分析人机交互,02:24:00.000,06:21:00.000
人机交互部分的设计：人机交互部分的需求分析——命令的组织（略讲）,06:21:00.000,06:58:00.000
人机交互部分的设计：人机界面的设计准则,06:58:00.000,09:46:00.000
人机交互部分的设计：人机界面的OO设计——选择界面支持系统,09:46:00.000,13:40:00.000
人机交互部分的设计：人机界面的OO设计——根据人机交互需求选择界面元素,13:40:00.000,14:20:00.000
人机交互部分的设计：人机界面的OO设计——用OO概念与表示法表达所有的界面成分,14:20:00.000,16:52:00.000
控制驱动部分的设计：定义和基本概念,16:52:00.000,18:24:00.000
控制驱动部分的设计：需要控制驱动部分的原因（略讲）,18:24:00.000,18:36:00.000
控制驱动部分的设计：如何设计控制驱动部分,18:36:00.000,22:32:00.000
数据管理部分的设计：定义和基本概念、需要数据管理部分的原因,22:32:00.000,23:23:00.000
数据管理部分的设计：如何设计数据管理部分——针对文件系统,23:23:00.000,1900-01-01 03:03:00.000
数据管理部分的设计：如何设计数据管理部分——针对R-DBMS,1900-01-01 03:03:00.000,1900-01-01 06:14:00.000
面向对象的分析、设计和编程(6),00:00:00.000,20:08:00.000
本节课的主要内容,00:00:00.000,00:19:00.000
程序设计范型,00:19:00.000,03:27:00.000
面向对象的编程语言：基本特性,03:27:00.000,04:12:00.000
面向对象的编程语言：发展历史及语言谱系,04:12:00.000,05:01:00.000
面向对象的编程语言：类别,05:01:00.000,05:25:00.000
面向对象的编程语言：语言+类库+编程环境,05:25:00.000,06:20:00.000
为实现OOD模型选择编程语言：一般原则,06:20:00.000,07:46:00.000
为实现OOD模型选择编程语言：编程语言的评价标准,07:46:00.000,11:31:00.000
几种典型的面向对象编程语言简介：C++,11:31:00.000,14:15:00.000
几种典型的面向对象编程语言简介：Smalltalk、Eiffel（未讲解）,14:15:00.000,14:23:00.000
几种典型的面向对象编程语言简介：Java,14:23:00.000,15:49:00.000
用非OO编程语言实现OOD模型：基于对象的语言Ada（未讲解）、过程语言以C为例,15:49:00.000,16:47:00.000
对本节课的总结，对学生课程项目进展提出建议。下节课的安排：项目展示和要求,16:47:00.000,20:08:00.000
建立程序的控制流程图，对程序进行白盒测试，对模块进行黑盒测试，制定测试计划对软件进行测试(1),00:00:00.000,1900-01-01 21:21:00.000
介绍软件测试的概念和重要性,00:00:00.000,01:00:00.000
论述软件测试的重要性：迪士尼狮子王游戏的例子,01:00:00.000,02:34:00.000
论述软件测试的重要性：美国航天局火星基地登陆的例子,02:34:00.000,06:50:00.000
论述软件测试的重要性：爱国者导弹防御系统的例子,06:50:00.000,09:05:00.000
论述软件测试的重要性：千年虫的例子,09:05:00.000,10:48:00.000
软件测试的定义，软件测试分为：动态分析，静态测试,10:48:00.000,16:21:00.000
软件测试的目标：预防错误、发现错误,16:21:00.000,20:27:00.000
软件测试与软件调试的区别,20:27:00.000,1900-01-01 02:10:00.000
软件测试过程模型,1900-01-01 02:10:00.000,1900-01-01 04:30:00.000
软件测试过程模型中的几个关键性概念：错误、失效、故障,1900-01-01 04:30:00.000,1900-01-01 07:18:00.000
软件测试的原则,1900-01-01 07:18:00.000,1900-01-01 12:27:00.000
黑盒测试简介,1900-01-01 12:27:00.000,1900-01-01 16:18:00.000
白盒测试简介,1900-01-01 16:18:00.000,1900-01-01 21:21:00.000
建立程序的控制流程图，对程序进行白盒测试，对模块进行黑盒测试，制定测试计划对软件进行测试(2),00:00:00.000,1900-01-01 21:57:00.000
白盒测试——路径测试覆盖,00:00:00.000,03:20:00.000
白盒测试——语句覆盖,03:20:00.000,05:12:00.000
白盒测试——分支覆盖,05:12:00.000,07:04:00.000
白盒测试——条件组合覆盖,07:04:00.000,13:05:00.000
白盒测试——循环情况下关键路径的选取,13:05:00.000,16:05:00.000
黑盒测试——事务流测试技术,16:05:00.000,22:09:00.000
黑盒测试——等价类划分技术,22:09:00.000,1900-01-01 04:47:00.000
黑盒测试——边界值分析技术,1900-01-01 04:47:00.000,1900-01-01 08:29:00.000
黑盒测试——因果图技术,1900-01-01 08:29:00.000,1900-01-01 09:17:00.000
软件测试步骤——单元测试,1900-01-01 09:17:00.000,1900-01-01 13:55:00.000
软件测试步骤——集成测试,1900-01-01 13:55:00.000,1900-01-01 15:28:00.000
软件测试步骤——有效性测试（确认测试，验收测试）,1900-01-01 15:28:00.000,1900-01-01 18:19:00.000
软件测试步骤——系统测试,1900-01-01 18:19:00.000,1900-01-01 22:35:00.000
软件测试小结,1900-01-01 22:35:00.000,1900-01-01 23:57:00.000
建立程序的控制流程图，对程序进行白盒测试，对模块进行黑盒测试，制定测试计划对软件进行测试(3),00:00:00.000,1900-01-02 01:48:00.000
软件测试步骤及相关技术应用简介,00:00:00.000,03:14:00.000
软件测试步骤概述,03:14:00.000,09:11:00.000
单元测试的内容,09:11:00.000,11:10:00.000
单元测试的步骤,11:10:00.000,21:47:00.000
集成测试的任务、方法,21:47:00.000,1900-01-01 01:50:00.000
集成测试——冒烟测试,1900-01-01 01:50:00.000,1900-01-01 03:36:00.000
确认测试的任务和步骤,1900-01-01 03:36:00.000,1900-01-01 07:10:00.000
系统测试,1900-01-01 07:10:00.000,1900-01-01 12:30:00.000
测试驱动的开发,1900-01-01 12:30:00.000,1900-01-01 16:38:00.000
面向对象软件的测试策略,1900-01-01 16:38:00.000,1900-01-01 23:30:00.000
Web应用的测试策略,1900-01-01 23:30:00.000,1900-01-02 01:58:00.000
建立程序的控制流程图，对程序进行白盒测试，对模块进行黑盒测试，制定测试计划对软件进行测试(4),00:00:00.000,1900-01-01 22:23:00.000
Web应用的测试策略,00:00:00.000,01:20:00.000
界面测试指标,01:20:00.000,10:30:00.000
Web页面测试工具,10:30:00.000,11:59:00.000
软件测试的具体实施过程,11:59:00.000,14:40:00.000
软件测试的具体实施过程——测试准备阶段,14:40:00.000,23:06:00.000
软件测试的具体实施过程——单元测试阶段,23:06:00.000,1900-01-01 03:37:00.000
软件测试的具体实施过程——集成测试阶段,1900-01-01 03:37:00.000,1900-01-01 05:26:00.000
软件测试的具体实施过程——系统测试阶段,1900-01-01 05:26:00.000,1900-01-01 07:15:00.000
Kernel会议管理系统测试报告实例——报告引言、测试摘要,1900-01-01 07:15:00.000,1900-01-01 11:18:00.000
Kernel会议管理系统测试报告实例——测试技术、测试类型、单元测试,1900-01-01 11:18:00.000,1900-01-01 13:13:00.000
Kernel会议管理系统测试报告实例——集成测试、系统测试,1900-01-01 13:13:00.000,1900-01-01 14:23:00.000
Kernel会议管理系统测试报告实例——单元测试详细过程,1900-01-01 14:23:00.000,1900-01-01 15:37:00.000
Kernel会议管理系统测试报告实例——集成测试详细过程Kernel会议管理系统测试报告实例——集成测试详细过程Kernel会议管理系统测试报告实例——集成测试详细过程,1900-01-01 15:37:00.000,1900-01-01 17:08:00.000
Kernel会议管理系统测试报告实例——系统测试详细过程,1900-01-01 17:08:00.000,1900-01-01 22:23:00.000
软件项目管理、CMM和ISO9000(1),00:00:00.000,1900-01-01 22:29:00.000
推荐软件项目管理参考书,00:00:00.000,04:40:00.000
软件项目管理概述（项目定义、特性）,04:40:00.000,06:16:00.000
介绍了项目管理的发展历史（古代）,06:16:00.000,07:36:00.000
介绍了近代项目管理萌芽（美国、俄罗斯）,07:36:00.000,08:56:00.000
介绍20世纪50年代后期美国的载人登月计划）、CPM介绍,08:56:00.000,13:42:00.000
介绍PERT的由来（需求分析、设计编码、测试、安装部署）,13:42:00.000,16:02:00.000
项目管理的传播和现代化（我国CPM为统筹法）、现代项目管理的初步架构的形成,16:02:00.000,17:04:00.000
说明项目管理的发展的重要产物——项目管理协会的成立,17:04:00.000,19:28:00.000
项目管理的发展的重要产物——体系指南（这个知识体系的指导作用），如IPMA、ICB、中国项目管理研究委会PMRC推出的C-PMBOK,19:28:00.000,1900-01-01 01:09:00.000
介绍人才认证（如PMI推出的项目管理专业人员认证、IPMA推出的A、B、C、D四级项目管理专业资质认证、剑桥大学的项目管理专业资格证书CDPM认证）,1900-01-01 01:09:00.000,1900-01-01 04:22:00.000
项目管理的定义,1900-01-01 04:22:00.000,1900-01-01 06:03:00.000
介绍了项目管理框架和项目管理的九大知识领域、项目干系人,1900-01-01 06:03:00.000,1900-01-01 08:26:00.000
介绍了项目管理中的四大核心知识领域——范围、时间、成本和质量；介绍四大项目管理辅助知识领域——人力资源管理、风险管理、沟通管理和采购管理,1900-01-01 08:26:00.000,1900-01-01 10:44:00.000
说明项目整体管理（即集成管理）包括的几个主要过程——项目计划制定、项目计划执行、整体变更控制,1900-01-01 10:44:00.000,1900-01-01 11:44:00.000
说明项目管理工具和技术：如时间管理工具和技术（WBS即工作分解结构、甘特图、网络图示法等）,1900-01-01 11:44:00.000,1900-01-01 15:04:00.000
介绍项目管理的要素（项目的范围、进度、成本和质量）,1900-01-01 15:04:00.000,1900-01-01 16:46:00.000
介绍了项目的生命周期（PMI给出的标准——概念期、开发期、实施期、收尾）,1900-01-01 16:46:00.000,1900-01-01 17:38:00.000
软件项目管理的定义、项目的全过程和相应的管理内容的对应,1900-01-01 17:38:00.000,1900-01-01 18:52:00.000
最后总结项目管理知识领域常用项目管理工具和技术,1900-01-01 18:52:00.000,1900-01-01 22:29:00.000
软件项目管理、CMM和ISO9000(2),00:00:00.000,1900-01-02 00:22:00.000
软件质量的三个要素及类比——人员、技术设备、过程,00:00:00.000,04:13:00.000
软件工程大师级人物Watts Humphrey（CMM项目的主要负责人）提出的几个观点——产品和过程关系、过程改进是持续的,04:13:00.000,07:13:00.000
CMM是什么（软件过程能力成熟度模型）、CMM知识结构,07:13:00.000,08:20:00.000
CMM的发展历史，由软件开发中的关键问题——软件开发组织不能很好定义和控制软件过程，催生了CMM,08:20:00.000,12:18:00.000
详细说明CMM是什么——按软件过程的不同成熟度划分了5个等级，它给出了一个规范过程的框架，CMM体现了软件工程和软件管理的优秀实践,12:18:00.000,16:16:00.000
介绍了CMM族——各种基于CMM的模型：SW_CMM、SE-CMM、IPD-CMM、P-CMM,16:16:00.000,17:20:00.000
CMMI的发展,17:20:00.000,18:35:00.000
CMMI1.1集成的目标、基于不同的规则所进行的改进；CMMI-DEV1.2和CMMI-ACQ1.2等相继发布,18:35:00.000,20:38:00.000
简介CMMI的发展历史,20:38:00.000,21:16:00.000
CMM的基本内容——基本思想：支撑软件产品/系统质量 的三大要素；整个是一个过程,21:16:00.000,23:06:00.000
介绍CMM基本概念（过程、过程能力的含义）；组织的软件过程能力，是不同程度的划分指标,23:06:00.000,1900-01-01 00:17:00.000
列出低过程能力的基本特征；高过程能力的特征；并举例，来说明个人能力的体现,1900-01-01 00:17:00.000,1900-01-01 03:10:00.000
举例，具有成熟过程的组织特征（不断迭代、不断优化的过程）,1900-01-01 03:10:00.000,1900-01-01 05:28:00.000
过程性能的概念——过和性能和过程能力的区别与联系,1900-01-01 05:28:00.000,1900-01-01 07:18:00.000
过程成熟度——应满足的：可定义、可管理的、可测量的、可控制的、有效的,1900-01-01 07:18:00.000,1900-01-01 08:44:00.000
过程成熟度指明——软件过程能力的增长潜力、软件过程的丰富多样性、软件过程的一致性,1900-01-01 08:44:00.000,1900-01-01 10:06:00.000
介绍组织成熟度,1900-01-01 10:06:00.000,1900-01-01 11:37:00.000
说明能力成熟度等级(5级),1900-01-01 11:37:00.000,1900-01-01 12:21:00.000
CMM软件过程成熟度框架，以及这个过程告诉你该做什么,1900-01-01 12:21:00.000,1900-01-01 14:36:00.000
各等级的基本特征（初始级）如组织、项目、过程能力等,1900-01-01 14:36:00.000,1900-01-01 16:03:00.000
可重复级的主要特征：组织、项目、过程能力,1900-01-01 16:03:00.000,1900-01-01 18:30:00.000
具备以上过程能力特征的途径——实现关键过程域、过程能力（的和一致的）,1900-01-01 18:30:00.000,1900-01-01 21:58:00.000
定量管理级（实现了关键过程域）的主要特征：项目、组织、过程能力,1900-01-01 21:58:00.000,1900-01-02 00:22:00.000
软件项目管理、CMM和ISO9000(3),00:00:00.000,21:22:00.000
关于五个级别的3点说明（第1级—>第2级的提升；第1级组织的成功依赖于人员能力；每一级成功有效实现的基础）,00:00:00.000,01:41:00.000
各等级的关键过程域（共18个）,01:41:00.000,02:06:00.000
成熟度等级的内部结构（CMM的每个等级通过三个层次定义：）关键过程域、公共特征、关键实践；并依次细致解释这几个方面）,02:06:00.000,05:14:00.000
简单介绍公有特征（有关实施的公共特征：执行的活动、对执行的承诺、执行能力、测量和分析、实施验证、）,05:14:00.000,07:11:00.000
说明为什么要将建立过程的制度,07:11:00.000,08:54:00.000
关于等级内部结构的小结（每个等级、每个关键过程域、公共特征、关键实践）,08:54:00.000,11:31:00.000
阐述CMM不涉及的问题（CMM没有强调的、但间接隐含涉及的问题）,11:31:00.000,12:21:00.000
介绍基本思想（1强调过程途径、2理论基础——费根堡姆体系、3使用经验、4受影响的其它模型、5ISO9000质量标准——起源与应用、核心过程）,12:21:00.000,21:22:00.000
互联网概念、互联网计算环境的新型特征、互联网计算的新型应用模式、互联网软件工程观(1),00:00:00.000,1900-01-01 17:39:00.000
互联网与信息技术概述,00:00:00.000,06:04:00.000
互联网的演变,06:04:00.000,08:43:00.000
互联网计算的新型应用模式简述,08:43:00.000,11:41:00.000
互联网计算的新型应用模式——云计算,11:41:00.000,15:18:00.000
互联网计算的新型应用模式——软件服务,15:18:00.000,21:06:00.000
互联网计算的新型应用模式——海量数据处理,21:06:00.000,1900-01-01 02:03:00.000
互联网计算的新型应用模式——社交网络,1900-01-01 02:03:00.000,1900-01-01 13:16:00.000
互联网计算的新型应用模式——自然人机交互,1900-01-01 13:16:00.000,1900-01-01 17:39:00.000
互联网概念、互联网计算环境的新型特征、互联网计算的新型应用模式、互联网软件工程观(2),00:00:00.000,1900-01-01 23:06:00.000
互联网计算的新型应用模式——物联网,00:00:00.000,13:14:00.000
互联网计算的新型应用模式——人-机-物融合的新型网络环境,13:14:00.000,19:47:00.000
互联网计算的新型应用模式——互联网计算环境的新型特征,19:47:00.000,21:48:00.000
互联网计算的新型应用模式——互联网环境下信息获取与用户需求,21:48:00.000,22:36:00.000
互联网计算的新型应用模式——面向互联网的软件技术,22:36:00.000,1900-01-01 00:26:00.000
软件技术发展脉络,1900-01-01 00:26:00.000,1900-01-01 03:34:00.000
对互联网软件工程观的一点思考,1900-01-01 03:34:00.000,1900-01-01 18:21:00.000
基于云+端模式的软件开发与运行技术体系,1900-01-01 18:21:00.000,1900-01-01 23:06:00.000
软件开发工具与环境(1),00:00:00.000,1900-01-01 16:22:00.000
计算机软件开发CASE工具，及相关的分类（工具、工作台、境）,00:00:00.000,01:10:00.000
详细展开程序设计工作台的结构（源程序、程序库、可执行程序等）,01:10:00.000,01:24:00.000
介绍了一个设计和分析工作台（围绕中央信息仓库）,01:24:00.000,01:39:00.000
介绍了一个设计和分析工作台（围绕中央信息仓库）,01:39:00.000,01:52:00.000
软件开发环境的定义 、软件工程环境的定义及特征,01:52:00.000,02:26:00.000
几种工具集成模型（五级模型、APSE模型、一个环境的层次模型）,02:26:00.000,05:06:00.000
大型软件开发环境青鸟系统（主流的开发语言、应用等）及几种开发工具（MyEclipse、 Visual Stdio、Eclipse等）,05:06:00.000,09:32:00.000
软件工程环境（SEE）的讲解，详细介绍了五级模型工具集成、数据集成、表示集成、命令集成、交互集成（实现了用户界面和表示法的一致）、控制集成和过程集成等,09:32:00.000,15:33:00.000
说明APSE模型（美国国防部给出，核心）,15:33:00.000,16:57:00.000
讲解了一个环境的层次模型（把平台服务进一步优化为一系列服务，如窗口服务、框架服务）,16:57:00.000,20:04:00.000
关于工具集成的再划分、PCTE概念、研究进展,20:04:00.000,22:02:00.000
青鸟系统的介绍（设计思想、结构模型的设计）,22:02:00.000,23:28:00.000
从几款主流的开发平台、主流的应用环境去看待目前的软件开 发工具环境（Eclipse/ dreamweaver/ zend studio/Android studio/ Eclipse+ADT等）,23:28:00.000,1900-01-01 16:22:00.000
软件开发工具与环境(2),00:00:00.000,1900-01-02 08:17:00.000
第一章 软件工程概论回顾,00:00:00.000,03:52:00.000
第二章 软件过程回顾,03:52:00.000,10:21:00.000
第三章 软件需求与软件需求规约回顾,10:21:00.000,16:20:00.000
第四章 结构化分析方法回顾,16:20:00.000,23:54:00.000
第五章 结构化设计、第六章 敏捷软件开发回顾,23:54:00.000,1900-01-01 04:54:00.000
第七章 面向对象的方法UML及OOA回,1900-01-01 04:54:00.000,1900-01-01 21:14:00.000
第七章 面向对象的设计、第八章 面向对象设计、分析和编程回顾,1900-01-01 21:14:00.000,1900-01-02 03:14:00.000
第九章 软件工程项目管理概述回顾,1900-01-02 03:14:00.000,1900-01-02 04:20:00.000
第十章 计算辅助软件工程CASE回顾,1900-01-02 04:20:00.000,1900-01-02 08:17:00.000
软件工程作业讲评(1),00:00:00.000,1900-01-01 08:28:00.000
习题：分析增量模型和演化模型之间的区别,00:00:00.000,01:26:00.000
习题：简述原型构造在软件开发中的作用,01:26:00.000,02:25:00.000
习题：简述软件需求的分类，以你熟悉的一个软件项目说明该项目中的各种软件需求,02:25:00.000,04:06:00.000
习题：举例说明结构化方法给出的控制复杂性机制,04:06:00.000,05:37:00.000
习题：软件工程教科书上P85页第8题，并给出该系统的use case图,05:37:00.000,07:47:00.000
第一次作业答题情况总结,07:47:00.000,09:35:00.000
习题：选择一个给出的系统，编写一个简要的系统需求说明,09:35:00.000,11:39:00.000
习题：如何理解模块独立性？用什么指标来衡量模块独立性,11:39:00.000,12:20:00.000
习题：模块独立性与信息隐蔽（反映模块化有效程序的属性）有何联系,12:20:00.000,12:28:00.000
习题：耦合性的概念和软件的可移植性有什么关系，请举例说明你的论据,12:28:00.000,12:43:00.000
习题：模块的内聚性程度与该模块在分层结构中的位置有关系吗？说明你的论据,12:43:00.000,14:32:00.000
习题：P119-2-(1)结构化方法总体设计的任务及目标,14:32:00.000,14:32:00.000
