name,starttime,endtime
如何为白盒测试设计用例（上）,1900-01-01 10:27:00.000,1900-01-01 23:17:00.000
软件测试(3),00:00:00.000,1900-01-01 23:48:00.000
如何为白盒测试设计用例（下）,00:00:00.000,13:10:00.000
软件非功能性测试的重要性,13:10:00.000,15:35:00.000
软件非功能性测试的内容（上）,15:35:00.000,1900-01-01 01:26:00.000
软件非功能性测试的内容（中）,1900-01-01 01:26:00.000,1900-01-01 09:04:00.000
软件非功能性测试的内容（下）,1900-01-01 09:04:00.000,1900-01-01 19:28:00.000
软件过程的V模型（上）,1900-01-01 19:28:00.000,1900-01-01 23:48:00.000
软件测试(4),00:00:00.000,1900-01-02 02:32:00.000
软件过程的V模型（下）,00:00:00.000,09:22:00.000
面向对象软件测试,09:22:00.000,20:56:00.000
软件调试,20:56:00.000,1900-01-01 05:27:00.000
软件测试管理（上）,1900-01-01 05:27:00.000,1900-01-01 14:08:00.000
软件测试管理（下）,1900-01-01 14:08:00.000,1900-01-01 22:22:00.000
小结,1900-01-01 22:22:00.000,1900-01-02 02:32:00.000
软件维护,00:00:00.000,1900-01-01 19:28:00.000
课程内容概要,00:00:00.000,03:12:00.000
软件维护的概念和分类,03:12:00.000,13:05:00.000
软件维护的过程和活动（上）,13:05:00.000,20:36:00.000
软件维护的过程和活动（下）,20:36:00.000,1900-01-01 04:19:00.000
软件的可维护性以及维护的副作用,1900-01-01 04:19:00.000,1900-01-01 14:55:00.000
逆向工程和软件重构,1900-01-01 14:55:00.000,1900-01-01 17:29:00.000
小结,1900-01-01 17:29:00.000,1900-01-01 19:28:00.000
软件项目管理,00:00:00.000,1900-01-01 23:07:00.000
项目案例——MCS案例（项目要求等）,00:00:00.000,04:05:00.000
如何着手开展工作、能否及如何保证规定约束内完工、如何保证质量、不会失控等,04:05:00.000,05:41:00.000
何为项目（定义项目并示例），列出项目的特点、项目成功的制约因素、软件项目的特点、示例、任务和实施的方法，以及及所涉及的对象,05:41:00.000,15:21:00.000
管理在项目工程化中的重要性、项目管理的内容，以及过程管理,15:21:00.000,20:15:00.000
软件过程定义，软件过程定义示例-MCS项目,20:15:00.000,23:43:00.000
 软件度量（过程、产品、资源的属性的定量描述），软件度量示例-MCS项目,23:43:00.000,1900-01-01 03:35:00.000
软件项目计划示例-MCS项目；软件项目跟踪示例-MCS项目,1900-01-01 03:35:00.000,1900-01-01 10:27:00.000
风险管理示例-MCS项目,1900-01-01 10:27:00.000,1900-01-01 14:07:00.000
软件开发团队示例-MCS项目；纪律和激励机制示例-MCS项目,1900-01-01 14:07:00.000,1900-01-01 17:22:00.000
软件需求管理示例-MCS项目、质量保证示例-MCS项目、软件配置管理示例-MCS项目,1900-01-01 17:22:00.000,1900-01-01 21:32:00.000
本讲小节（软件项目的实施需要有效管理，并提出3个思考题）,1900-01-01 21:32:00.000,1900-01-01 23:07:00.000
软件工程概述及相关模型（1）,00:00:00.000,1900-01-01 16:08:00.000
教学资源说明,00:00:00.000,01:33:00.000
课程学习介绍,01:33:00.000,10:26:00.000
参考书介绍及课程打分规则,10:26:00.000,18:15:00.000
课程大作业说明,18:15:00.000,1900-01-01 16:08:00.000
软件工程概述及相关模型（2）,00:00:00.000,1900-01-01 21:39:00.000
软件工程的发展历史,00:00:00.000,02:40:00.000
软件危机的诞生,02:40:00.000,06:33:00.000
软件工程发展现状及存在问题,06:33:00.000,11:55:00.000
案例——软件开发的时间问题,11:55:00.000,19:13:00.000
案例——软件开发需求变动问题,19:13:00.000,1900-01-01 03:17:00.000
案例——软件开发需求改进问题,1900-01-01 03:17:00.000,1900-01-01 09:11:00.000
软件的定义,1900-01-01 09:11:00.000,1900-01-01 14:14:00.000
软件工程面临的挑战,1900-01-01 14:14:00.000,1900-01-01 21:39:00.000
软件工程概述及相关模型(3),00:00:00.000,1900-01-01 21:06:00.000
软件工程是一种层次化技术,00:00:00.000,10:11:00.000
过程框架的基本内容,10:11:00.000,16:53:00.000
建立过程框架的步骤,16:53:00.000,22:57:00.000
能力成熟度集成模型（CMMI）,22:57:00.000,1900-01-01 11:04:00.000
过程模式,1900-01-01 11:04:00.000,1900-01-01 16:13:00.000
过程评估,1900-01-01 16:13:00.000,1900-01-01 17:47:00.000
个人管理模型简介,1900-01-01 17:47:00.000,1900-01-01 21:06:00.000
软件工程概述及相关模型(4),00:00:00.000,1900-01-02 10:37:00.000
惯例过程模型,00:00:00.000,03:08:00.000
瀑布模型,03:08:00.000,14:02:00.000
增量模型,14:02:00.000,1900-01-01 06:44:00.000
演化过程模型,1900-01-01 06:44:00.000,1900-01-01 18:42:00.000
统一过程,1900-01-01 18:42:00.000,1900-01-02 10:37:00.000
软件工程概述及相关模型(5),00:00:00.000,1900-01-01 23:39:00.000
个人管理模型,00:00:00.000,03:59:00.000
团队管理模型,03:59:00.000,05:34:00.000
惯例过程模型,05:34:00.000,15:43:00.000
瀑布模型,15:43:00.000,20:03:00.000
增量模型,20:03:00.000,23:10:00.000
RAD模型,23:10:00.000,1900-01-01 10:23:00.000
演化过程模型,1900-01-01 10:23:00.000,1900-01-01 13:50:00.000
螺旋模型,1900-01-01 13:50:00.000,1900-01-01 16:13:00.000
并行开发模型,1900-01-01 16:13:00.000,1900-01-01 18:11:00.000
其他演化过程模型,1900-01-01 18:11:00.000,1900-01-01 20:39:00.000
统一过程模型,1900-01-01 20:39:00.000,1900-01-01 23:39:00.000
软件需求工程(1),00:00:00.000,1900-01-01 07:50:00.000
实践的本质,00:00:00.000,01:47:00.000
核心原则,01:47:00.000,15:17:00.000
软件工程实践,15:17:00.000,15:41:00.000
系统工程的层次,15:41:00.000,18:22:00.000
业务流程工程,18:22:00.000,20:17:00.000
产品工程,20:17:00.000,20:50:00.000
系统模板,1900-01-01 01:59:00.000,1900-01-01 01:59:00.000
UML简介,1900-01-01 01:59:00.000,1900-01-01 07:50:00.000
软件需求工程(2),00:00:00.000,1900-01-01 19:23:00.000
需求工程的重要性,00:00:00.000,07:05:00.000
需求获取的常见问题,07:05:00.000,14:46:00.000
需求工程的主要内容,14:46:00.000,1900-01-01 00:45:00.000
需求工程的起始任务,1900-01-01 00:45:00.000,1900-01-01 09:26:00.000
需求工程的导出需求过程,1900-01-01 09:26:00.000,1900-01-01 19:23:00.000
软件需求工程(3),00:00:00.000,1900-01-01 04:00:00.000
导出需求需要展开会议,00:00:00.000,06:24:00.000
质量功能展开,06:24:00.000,09:57:00.000
用户脚本及引导产品,09:57:00.000,11:42:00.000
需求工程的开发用例,11:42:00.000,15:02:00.000
建立分析模型,15:02:00.000,16:27:00.000
谈判要求及谈判的艺术,16:27:00.000,1900-01-01 03:41:00.000
下节课内容概述,1900-01-01 03:41:00.000,1900-01-01 04:00:00.000
软件需求工程(4),00:00:00.000,1900-01-01 22:28:00.000
需求分析的内容、注意事项等,00:00:00.000,09:21:00.000
分析建模方法,09:21:00.000,10:18:00.000
数据模型与设计模型的区别,10:18:00.000,16:12:00.000
数据建模概念,16:12:00.000,1900-01-01 01:22:00.000
面向对象分析（上）,1900-01-01 01:22:00.000,1900-01-01 09:57:00.000
案例：面向对象分析,1900-01-01 09:57:00.000,1900-01-01 17:20:00.000
课堂讨论：封装的好处,1900-01-01 17:20:00.000,1900-01-01 22:28:00.000
软件需求工程(5),00:00:00.000,1900-01-02 10:34:00.000
面向对象分析（下）,00:00:00.000,09:20:00.000
基于场景的建模,09:20:00.000,12:47:00.000
案例：家居保安系统,12:47:00.000,16:56:00.000
基于流线的建模（上）,16:56:00.000,19:53:00.000
课堂讨论：数据流图,19:53:00.000,1900-01-01 03:52:00.000
习题讲解与说明,1900-01-01 03:52:00.000,1900-01-01 10:55:00.000
基于流线的建模（下）,1900-01-01 10:55:00.000,1900-01-01 22:13:00.000
基于类的建模,1900-01-01 22:13:00.000,1900-01-02 04:18:00.000
建立行为模型,1900-01-02 04:18:00.000,1900-01-02 10:34:00.000
软件设计(1),00:00:00.000,1900-01-02 05:23:00.000
软件工程上下文设计,00:00:00.000,05:42:00.000
设计过程和设计质量（上）,05:42:00.000,13:45:00.000
设计过程和设计质量（下）,13:45:00.000,20:10:00.000
框架、模式及模块化的概念,20:10:00.000,1900-01-01 06:34:00.000
信息隐藏及功能独立的概念,1900-01-01 06:34:00.000,1900-01-01 19:41:00.000
尺寸模块、重构的概念及类的设计,1900-01-01 19:41:00.000,1900-01-02 01:02:00.000
设计模型,1900-01-02 01:02:00.000,1900-01-02 02:24:00.000
基于模式的软件设计,1900-01-02 02:24:00.000,1900-01-02 05:23:00.000
软件设计(2),00:00:00.000,1900-01-01 19:22:00.000
软件架构的概念及重要性,00:00:00.000,09:49:00.000
数据设计,09:49:00.000,15:12:00.000
系统风格与模式（上）,15:12:00.000,22:50:00.000
课堂讨论,22:50:00.000,1900-01-01 09:09:00.000
系统风格与模式（下）,1900-01-01 09:09:00.000,1900-01-01 16:09:00.000
系统设计（上）,1900-01-01 16:09:00.000,1900-01-01 19:22:00.000
软件设计(3),00:00:00.000,1900-01-01 07:00:00.000
课前说明,00:00:00.000,02:22:00.000
第一组汇报,02:22:00.000,04:34:00.000
系统与接口设计,04:34:00.000,17:53:00.000
界面设计,17:53:00.000,21:43:00.000
数据库设计,21:43:00.000,1900-01-01 02:53:00.000
出错处理设计,1900-01-01 02:53:00.000,1900-01-01 04:08:00.000
老师点评,1900-01-01 04:08:00.000,1900-01-01 07:00:00.000
软件设计(4),00:00:00.000,1900-01-01 09:55:00.000
系统设计（下）,00:00:00.000,05:05:00.000
系统设计评估,05:05:00.000,13:58:00.000
将数据流映射到软件体系结构中,13:58:00.000,22:53:00.000
课堂作业：系统设计,22:53:00.000,1900-01-01 09:55:00.000
软件设计(5),00:00:00.000,1900-01-01 08:54:00.000
组件的概念,00:00:00.000,05:47:00.000
基于类的组件设计原则,05:47:00.000,18:34:00.000
设计步骤与工具UML,18:34:00.000,1900-01-01 00:40:00.000
传统详细设计,1900-01-01 00:40:00.000,1900-01-01 08:54:00.000
软件设计(6),00:00:00.000,1900-01-01 15:16:00.000
界面设计的三条原则,00:00:00.000,06:49:00.000
第一条原则,06:49:00.000,14:46:00.000
第二条原则,14:46:00.000,1900-01-01 00:58:00.000
第三条原则,1900-01-01 00:58:00.000,1900-01-01 10:03:00.000
（此段视频存在问题）,1900-01-01 10:03:00.000,1900-01-01 13:45:00.000
作业说明,1900-01-01 13:45:00.000,1900-01-01 15:14:00.000
软件测试(1),00:00:00.000,1900-01-01 19:27:00.000
测试不完美的案例,00:00:00.000,08:54:00.000
测试的目的与内容,08:54:00.000,16:35:00.000
测试（verification）与确认（validation）之间的区别,16:35:00.000,21:09:00.000
测试的组成,21:09:00.000,1900-01-01 04:30:00.000
传统软件系统测试及面向对象系统测试,1900-01-01 04:30:00.000,1900-01-01 11:15:00.000
策略问题（上）,1900-01-01 11:15:00.000,1900-01-01 19:27:00.000
软件测试(2),00:00:00.000,1900-01-01 13:54:00.000
策略问题（下）,00:00:00.000,01:10:00.000
传统软件系统的单元测试,01:10:00.000,07:17:00.000
传统软件系统的集成测试及其改进,07:17:00.000,14:05:00.000
回归测试及冒烟测试,14:05:00.000,20:46:00.000
传统软件测试标准,20:46:00.000,23:32:00.000
面向对象系统的单元测试,23:32:00.000,1900-01-01 04:40:00.000
验证测试、恢复测试、安全测试及压力测试,1900-01-01 04:40:00.000,1900-01-01 09:44:00.000
调试,1900-01-01 09:44:00.000,1900-01-01 13:54:00.000
软件测试(3),00:00:00.000,1900-01-01 19:05:00.000
课前说明,00:00:00.000,05:06:00.000
什么是好的测试,05:06:00.000,16:42:00.000
测试设计原则及软件的可测试性,16:42:00.000,23:30:00.000
白盒测试,23:30:00.000,1900-01-01 09:16:00.000
路径测试,1900-01-01 09:16:00.000,1900-01-01 19:09:00.000
控制结构测试,1900-01-01 19:09:00.000,1900-01-01 19:15:00.000
软件测试(4),00:00:00.000,1900-01-01 20:37:00.000
条件测试,00:00:00.000,04:15:00.000
数据流测试,04:15:00.000,07:00:00.000
循环测试,07:00:00.000,09:24:00.000
黑盒测试,09:24:00.000,19:58:00.000
面向对象测试方法,19:58:00.000,1900-01-01 01:13:00.000
分类测试,1900-01-01 01:13:00.000,1900-01-01 02:54:00.000
内部类测试用例设计,1900-01-01 02:54:00.000,1900-01-01 05:21:00.000
结语,1900-01-01 05:21:00.000,1900-01-01 06:05:00.000
课堂讨论,1900-01-01 06:05:00.000,1900-01-01 20:36:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(1),00:00:00.000,1900-01-01 19:25:00.000
 web App与普通App所区分的特点，并举例说明,00:00:00.000,13:01:00.000
web App的分类，并以支付宝为例说明它属于哪一分类；以及自己负责的模块是否具有web App性能；介绍市面上流行的网站界面属于哪种类型，并给理由说明,13:01:00.000,19:23:00.000
学生讨论,19:23:00.000,1900-01-01 05:22:00.000
 webApp底层的几个层次介绍,1900-01-01 05:22:00.000,1900-01-01 07:19:00.000
介绍WebE Process Model，给出Process Model的示意图；WebE Process Model的8个基本问题（多重要、布局、展示方式、几步操作、面向用户群、复杂度、帐户注册、是否无障碍访问等）,1900-01-01 07:19:00.000,1900-01-01 13:48:00.000
列举出最佳实践有哪些（先确定大方向再细节；做一套套用例；轻量级的plan；动手前先做模型）,1900-01-01 13:48:00.000,1900-01-01 16:15:00.000
举例ZOJ系统，online judge等来说明项目后期维护的持续性，说明model存在的必要性,1900-01-01 16:15:00.000,1900-01-01 17:18:00.000
说明一致性检查的重要性、能否快速重用、上线之前充分的测试,1900-01-01 17:18:00.000,1900-01-01 19:25:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(2),00:00:00.000,1900-01-02 00:53:00.000
webApp运行时需要 考虑的事情，并由学生讨论,00:00:00.000,09:14:00.000
为什么要做这个网站、这个网站的作用，通过用户对上述问题的回答，抽取出两大类信息（信息目标——内容数据等、功能目标）,09:14:00.000,14:24:00.000
采集需求（描述用户的类型、网站的类型、需求的风格、使用的场合等），然后沟通,14:24:00.000,17:22:00.000
举例说，做一个网站，是否有人感兴趣（事先采集数据如问卷、用法、分析数据、操作和完成的功能、用例定义),17:22:00.000,19:18:00.000
"做规划即Project Planning，并给出了一个关于传统、小型、大型的3种项目特点对照表,并举例说明",19:18:00.000,1900-01-01 00:14:00.000
提问学生整个项目进行组队需要什么人及角色； 介绍WebE 队伍成员，以做选课网站为例，说明这些角色对应的职位,1900-01-01 00:14:00.000,1900-01-01 09:03:00.000
开发策略（外包、内包），并介绍外包，举例说明外包过程、怎样避免一些问题,1900-01-01 09:03:00.000,1900-01-01 13:50:00.000
学生讨论,1900-01-01 13:50:00.000,1900-01-01 18:02:00.000
外包——通过哪些步骤来初始化项目；内包——范围、限制条件、定义增量项目策略、任务分析、软件规模评估、选择任务集、用例线索,1900-01-01 18:02:00.000,1900-01-01 22:33:00.000
webE最好的实践、最差的实践评价指标（价钱、是否有人用、更多不必要的改变等）,1900-01-01 22:33:00.000,1900-01-02 00:53:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(3),00:00:00.000,1900-01-01 06:15:00.000
介绍webApp需求分析的目标、主要任务（formulation、做什么、分析模型），说明formulation阶段,00:00:00.000,03:39:00.000
用例的设计及讲解，结合书上例子说明通用的用例设计（登录、描述性的内容、模块功能等），需要注意的问题（不要太深层）,03:39:00.000,12:08:00.000
分析模型:内容模型及其需要哪些工具来描述、用户交互模型及其需要哪些工具来描述,12:08:00.000,19:24:00.000
分析模型：功能模型及其两个层次的功能、识别模型及其两个端（服务端、客户端）,19:24:00.000,1900-01-01 00:41:00.000
关系导航分析（RNA），即导航问题——受众分析、元素分析、关系分析；并将网站问题与普通问题对比,1900-01-01 00:41:00.000,1900-01-01 06:15:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(4),00:00:00.000,1900-01-02 05:07:00.000
将需求报告中出现的问题反馈给学生,00:00:00.000,03:42:00.000
web Engineering的设计模型，设计与质量、设计目标,03:42:00.000,11:33:00.000
学生讨论，为什么相比普通软件，Visual appeal更重要，以支付宝为例，解释为什么Visual appeal更重要，总结web设计需要特别考虑的上述问题,11:33:00.000,18:56:00.000
webE 设计金字塔由用户到技术人员依次（界面设计、美工设计、内容设计、导航设计、结构设计、组成设计等）,18:56:00.000,19:34:00.000
界面设计及主要问题,19:34:00.000,1900-01-01 01:25:00.000
WebE区别于普通应用的重要特点（视觉明显区分、为用户设出最简单操作、让用户用最少的精力完成最多的工作）,1900-01-01 01:25:00.000,1900-01-01 06:30:00.000
说明界面控制；说明界面设计的工作流——共10步（,1900-01-01 06:30:00.000,1900-01-01 11:32:00.000
美工设计，需要注意的基本问题留白、重点内容、大多数人阅读习惯左上至右下、导航、内容功能相同的组、尽量要保证格式一致、别把所有亮点都放在后面等）,1900-01-01 11:32:00.000,1900-01-01 19:01:00.000
内容设计（UML）和结构设计（内容结构如网格、层次、网）；整体架构（MVC）,1900-01-01 19:01:00.000,1900-01-01 21:40:00.000
导航设计（语义方面——用例的描述；语法方面——机制如水平大类4~7个、垂直方向数目任意【因为鼠标滚轮是竖直的】、标识、Site map等）,1900-01-01 21:40:00.000,1900-01-02 04:18:00.000
架构分级设计，划分为4大类功能（动态生成、数据计算、查询、与外部沟通）,1900-01-02 04:18:00.000,1900-01-02 05:07:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(5),00:00:00.000,1900-01-01 15:34:00.000
课程时间安排（无关本讲内容）,00:00:00.000,02:36:00.000
web应用软件测试不同的地方(好的应用应具备的特性——从内容、功能、结构、可用性、可导航性、性能、兼容性、可交互性、安全等10方面展开)，并提问,02:36:00.000,09:00:00.000
学生讨论,09:00:00.000,16:56:00.000
测试维护时比较困难的5个问题——系统配置引起错误、很难在其他机器重现的错误、静态动态的操作环境产生错误等，得出结论——环境的重要性,16:56:00.000,19:04:00.000
测试策略(共10个)、测试流程：内容测试、界面测试（界面设计+美工设计）、导航测试（导航设计+架构设计）、底层测试（配置测试+性能测试+安全测试），以及内容测试的错误（语法、语义）,19:04:00.000,1900-01-01 02:43:00.000
为什么数据库测试更复杂?因而，需要做分层处理，关于分层的5层结构（用户层、服务层-webApp、服务层-数据交互、服务层-数据管理、数据库层-数据接口),1900-01-01 02:43:00.000,1900-01-01 08:48:00.000
用户界面测试，发现错误的重点（特定的界面机制、界面实现的导航展示）与测试策略（测试界面特征、每次种界面机制、整个测试机制——NSU、NSU的语义正确生测试、环境测试）,1900-01-01 08:48:00.000,1900-01-01 15:34:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(6),00:00:00.000,1900-01-01 18:53:00.000
提出WebApp测试概念，列出了质量的度量指标(9方面）、讨论不同点（1症状、2无法在别的环境重现同一错误、3配置原因导致的错误、4难从客户端、服务器和网络层追踪、5静态和动态的操作环境产生错误），说明环境对于错误的重要作用,00:00:00.000,08:29:00.000
测试策略（1内容模型、2界面模型、3设计模型、4用户界面、5功能构件、6导航、7配置、8安全、9性能、10最终用户）、 从技术层面上看，整个测试流程为：内容测试、界面测试、导航测试、构件测试、底层测试,08:29:00.000,12:47:00.000
讲解内容测试的目标、内容测试中的数据库测试为何复杂，归结为层间交互，并专门讲层间交互,12:47:00.000,16:44:00.000
回顾用户界面测试策略与界面测试目标、用户界面的机制，以流程图形式展开,16:44:00.000,21:45:00.000
可用性测试（由webE团队设计、内部用户执行）的要点——目标、可评估等,21:45:00.000,1900-01-01 00:05:00.000
构件测试的要点——发现webApp功能错误、数据库测试等、导航测试的目标（分语法与语义两类）,1900-01-01 00:05:00.000,1900-01-01 02:15:00.000
配置测试的服务器端和客户端需要注意的要点,1900-01-01 02:15:00.000,1900-01-01 08:20:00.000
安全测试，主要包括易受攻击地方的查找、在客户端、服务器端易受攻击的地方定位,1900-01-01 08:20:00.000,1900-01-01 11:47:00.000
性能测试的目标——仿真现实世界的负载情境，并以阿里的支付宝为例子，来讲解性能测试的load testing与 stress testing,1900-01-01 11:47:00.000,1900-01-01 18:53:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(7),00:00:00.000,1900-01-01 04:32:00.000
用户界面测试的可用性测试（webE团队设计、内测用户执行）,00:00:00.000,08:21:00.000
构件级测试里的webApp功能错误、黑盒白盒测试、数据库测试等；导航测试（从语法和语义方面）概述,08:21:00.000,10:28:00.000
配置测试里的服务器端和客户端测试各需要注意哪些,10:28:00.000,16:35:00.000
安全测试的最薄弱的三个环节——客户端环境、网络交流、服务器端环境；以及客户端的薄弱环节——浏览器、邮件系统等,16:35:00.000,18:05:00.000
性能测试的目标、性能测试的两大块——Load Testing(正常值时改变访问量后测试)、并发量（每件事情需要完成的）、公式P=N*T*D改变P的值测试，比如大并发量时会怎样; Stress Testing(临界点的测试),18:05:00.000,1900-01-01 01:31:00.000
第二个讨论题——假定支付宝的百万用户量，每天十万并发访问，产生1TB级的数据，考虑并发、存储、数据库对100万数据的支持，怎样进行性能测试,1900-01-01 01:31:00.000,1900-01-01 04:32:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(1),00:00:00.000,1900-01-02 11:57:00.000
课前疏导、小组领导需要知道的4P（People、Product、Process、Project,00:00:00.000,07:27:00.000
People-项目干系人（基层管理、技术管理、开发人员、客户、内测用户）,07:27:00.000,10:46:00.000
怎样去领导团队、组织、团结、激发新点子、鼓励成员,10:46:00.000,20:23:00.000
什么样的人适合做团队领导人——MOI 模型（Motivation激励、Organization 组织、Ideas or innovation激发新点子）,20:23:00.000,1900-01-01 02:38:00.000
怎么组队，需要什么样的人（估计项目难度、估计项目规模、项目持续时间等）、团队的组织结构——（Closed 传统结构、Random没有领导互相商量、Open两者折中、Synchronous同步）,1900-01-01 02:38:00.000,1900-01-01 11:52:00.000
分析小组的人力资源、分析小组内部架构，小组讨论,1900-01-01 11:52:00.000,1900-01-01 20:16:00.000
避免队伍陷入某种境地——抓狂失慌、人际摩擦、流程不顺畅、互相推卸责任、失败返工；领导者需要关心的事情——上下文（事情范畴）、信息类型（输入输出）、功能和性能（如安全性、限制要求）、分工等,1900-01-01 20:16:00.000,1900-01-02 01:49:00.000
拆解完以后，需要做的事情，比如迭代式模型、激增式模型、定义任务集合等,1900-01-02 01:49:00.000,1900-01-02 03:00:00.000
看到哪些景象，说明有大麻烦；一些常识建议——第一步大方向走对（可以实现）、不怕慢就怕站、高层主管靠边站、追踪过程、方案越简单越好、把错误教训记录以作提醒,1900-01-02 03:00:00.000,1900-01-02 09:22:00.000
5W（why/when/what/who/where）和2H（How/How much）,1900-01-02 09:22:00.000,1900-01-02 11:57:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(2),00:00:00.000,1900-01-01 17:15:00.000
概括本讲内容——质量保证（SQA），提出质量两概念（设计质量、按文档去实现），用户满意度的评价因素（如性价比）,00:00:00.000,04:13:00.000
软件质量的定义（需求一致、符合行业标准、需要具备的必备功能）,04:13:00.000,05:25:00.000
SQA活动（1 项目计划，2 参与者在整个过程中的行为，3 区分软件过程与软件工程活动是否一致等）,05:25:00.000,10:58:00.000
Software Review——缺陷放大模型，并举例没有Review的情况，将有无Review两组进行对比,10:58:00.000,16:42:00.000
举例美国formal  technical review(主持人、参与人、记录人必到，客户代表、技术代表),16:42:00.000,22:46:00.000
统计SQA的度量，提出软件工程的6 个Sigma作为标准方法（每1百万产品中允许的次品数），大概需要做到三步——定义、度量并获得数据、分析缺陷改进模型,22:46:00.000,1900-01-01 03:08:00.000
软件质量特性——可靠性，给出计算公式，以及安全性的度量方法,1900-01-01 03:08:00.000,1900-01-01 06:49:00.000
质量管理——变更管理（第一准则：变更时时存在）、软件配置管理——软件配置（程序、文档数据）；基线管理,1900-01-01 06:49:00.000,1900-01-01 10:06:00.000
基线——规范管理流程，以SCI为进行说明,1900-01-01 10:06:00.000,1900-01-01 12:42:00.000
SCM过程——区分、版本控制、变更控制、配置、信息发布、以学院网站为例，说明实际问题（比如客户与开发团队的矛盾处理）,1900-01-01 12:42:00.000,1900-01-01 17:15:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(3),00:00:00.000,1900-01-02 00:53:00.000
解释为何有项目延后——客户不满意、用户需求变更等,00:00:00.000,03:53:00.000
学生讨论，典型的项目延后，如何解决的,03:53:00.000,14:16:00.000
计划的主要原则——compartmentalization划分组织机构 、interdependency交互依赖、effort validation成果验证、定义责任、定义输出等,14:16:00.000,16:51:00.000
结合实例，解释demo的effort与delivery time的关系图、 Effort Allocation图（40%-50%前期、15%-20%编码、30%-40%测试集成）,16:51:00.000,21:12:00.000
结合实例，定义任务规模，基本概念，定义任务网络图,21:12:00.000,1900-01-01 00:29:00.000
结合时间线表说明项目历时、结合自动工具画时间线表,1900-01-01 00:29:00.000,1900-01-01 03:13:00.000
讲解Schedule Tracking需要注意的几个要点——进展状态与实际计划是否有偏差、评审、编码阶段里程碑、测试集成阶段里程碑,1900-01-01 03:13:00.000,1900-01-01 07:39:00.000
讲解Earned Value Analysis(EVA)——进度到底如何，需要量化模型；如何计算Earned Value-1、Earned Value-2、Earned Value-3,1900-01-01 07:39:00.000,1900-01-01 15:02:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(4),00:00:00.000,1900-01-01 22:21:00.000
基本概念之——解释为何有延后：期限不合适、用户需求变更等,00:00:00.000,07:09:00.000
基本概念之——做什么（评估历史数据、用增量模型、告诉客户期限问题等）,07:09:00.000,10:02:00.000
项目计划——基本准则（如交互依赖、成果验收、定义责任等）,10:02:00.000,12:46:00.000
讲解People与Effort两者间的关系——PNR曲线，结合实际情况解释,12:46:00.000,17:15:00.000
项目计划——划分出40-20-40规则；定义软件项目的任务集——策略（类型、程度等）；定义项目任务的拓扑图，关键路径的分析,17:15:00.000,23:12:00.000
项目计划——追踪计划的几个要点（周期开会、评估成果、决定项目里程碑是否完成等),23:12:00.000,1900-01-01 03:48:00.000
Earned Value Analysis(EVA)的基本概念介绍，然后讲解Earned Value的决定因素（共3个）；关于EVA的分析，列举了 SPI、SV、CPI、CV等表达式,1900-01-01 03:48:00.000,1900-01-01 10:57:00.000
举例话题，由此来引入风险管理（分为被动与主动）；被动式风险管理的四个步骤；主动式风险管理的简单介绍（如正式的风险分析机制、组织方从根部进行纠正 ）,1900-01-01 10:57:00.000,1900-01-01 15:52:00.000
介绍软件风险的特点与风险类型，如特点；介绍风险认证（风险项目清单与风险成分分析）：风险项目清单；风险成分分析,1900-01-01 15:52:00.000,1900-01-01 21:53:00.000
讲解风险项目（又叫风险评估）的两种方式；然后介绍风险项目的4步骤；介绍风险的归并、监控与管理三者,1900-01-01 21:53:00.000,1900-01-01 22:41:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(5),00:00:00.000,1900-01-01 17:53:00.000
风险管理中必须面对的4个：类型、可能性、影响、采取措施,00:00:00.000,03:42:00.000
被动式风险管理的应对式的4种处理方式；主动式风险管理（有一定预见性）特点介绍,03:42:00.000,07:51:00.000
风险管理的7条准则说明；风险管理的步骤；风险管理中的识别问题、评估风险需要注意的要点,07:51:00.000,17:13:00.000
风险表的讲解，建立风险表；风险的影响说明；风险发生后如何应对,17:13:00.000,1900-01-01 01:32:00.000
依次介绍产品规模、客户方面、技术等几个方面导致的风险,1900-01-01 01:32:00.000,1900-01-01 04:00:00.000
风险信息的记录（通过风险表），如类型、原因、影响、概率等,1900-01-01 04:00:00.000,1900-01-01 07:23:00.000
由学生展开讨论：如何建立风险表,1900-01-01 07:23:00.000,1900-01-01 17:53:00.000
web项目管理、web需求分析、web应用软件设计、web应用软件测试(6),00:00:00.000,1900-01-02 08:58:00.000
产品质量衡量的McCall三角讲解；以及基本概念介绍，包括质量度量的方法(如面向目标的度量方法)和指标，度量原则,00:00:00.000,05:00:00.000
数据的收集与分析（主要是基于功能、功能点的介绍）的一些注意事项,05:00:00.000,07:27:00.000
