"1700022757","000000"
"1700022783","000000"
"1700022792","000000"
"1701210902","000000"
"1800022701","000000"
"1800022702","000000"
"1800022703","011300"
"1800022704","011700"
"1800022705","014100"
"1800022706","000000"
"1800022707","003000"
"1800022708","000000"
"1800022709","000000"
"1800022710","000000"
"1800022711","000000"
"1800022712","000000"
"1800022713","000000"
"1800022714","000000"
"1800022715","000000"
"1800022716","000000"
"1800022717","011800"
"1800022718","000000"
"1800022719","000000"
"1800022720","035100"
"1800022721","000000"
"1800022722","000000"
"1800022723","000000"
"1800022724","000000"
"1800022725","000000"
"1800022726","000000"
"1800022727","000000"
"1800022728","000000"
"1800022729","000000"
"1800022730","000000"
"1800022731","000000"
"1800022732","000000"
"1800022733","000000"
"1800022734","004800"
"1800022735","000000"
"1800022736","000000"
"1800022737","000000"
"1800022738","000000"
"1800022739","000000"
"1800022740","000000"
"1800022741","000000"
"1800022742","000000"
"1800022743","000000"
"1800022744","012200"
"1800022745","000000"
"1800022746","000000"
"1800022747","000000"
"1800022748","000000"
"1800022749","000000"
"1800022750","000000"
"1800022751","000000"
"1800022752","000000"
"1800022753","000000"
"1800022754","000000"
"1800022755","000000"
"1800022756","000000"
"1800022757","000000"
"1800022758","014300"
"1800022759","000000"
"1800022760","000000"
"1800022761","000000"
"1800022762","000000"
"1800022763","000000"
"1800022764","000000"
"1800022765","000000"
"1800022766","000000"
"1800022767","000000"
"1800022768","000000"
"1800022769","000000"
"1800022770","000000"
"1800022771","000000"
"1800022772","000000"
"1800022773","005300"
"1800022774","000000"
"1800022775","000000"
"1800022776","000000"
"1800022777","000000"
"1800022778","000000"
"1800022779","000000"
"1800022780","000000"
"1800022781","000000"
"1800022782","000000"
"1800022783","000000"
"1800022784","000000"
"1800022785","000000"
"1800022786","000000"
"1800022787","000000"
"1800022788","000000"
"1800022789","002200"
"1800022790","000000"
"1800022791","004800"
"1800022792","000000"
"1800022793","000000"
"1800022794","000000"
"1800022795","000000"
"1800022796","000000"
"1800022797","003900"
"1800022798","000000"
"1800022799","000000"
"1800022800","000000"
"1800022801","000000"
"1800022802","000000"
"1800022803","000000"
"1800022804","011200"
"1800022805","000000"
"1800022806","000000"
"1800022807","012300"
"1800022808","000000"
"1800022809","000000"
"1800022810","000000"
"1800022811","000000"
"1800022812","000000"
"1800022813","000000"
"1800022814","000000"
"1800022815","000000"
"1800022816","023600"
"1800022817","000000"
"1800022818","000000"
"1800022819","000000"
"1800022820","000000"
"1800022821","000000"
"1800022822","000000"
"1800022823","000000"
"1800022824","000000"
"1800022825","000200"
"1800022826","000000"
"1800022827","000000"
"1800022828","000000"
"1800022829","020800"
"1800022830","000000"
"1800022831","000000"
"1800022832","000000"
"1800022833","000000"
"1800022834","000000"
"1800022835","000000"
"1800022836","000000"
"1800022837","000000"
"1800022838","001900"
"1800022839","000000"
"1800022840","000000"
"1800022841","000000"
"1800022842","022700"
"1800022843","001100"
"1800022844","000000"
"1800022845","000000"
"1800022846","000000"
"1800022847","000000"
"1800022848","000000"
"1800022849","000000"
"1800022850","000000"
"1800022851","000000"
"1800022900","000000"
"1801210778","000000"
